company,open,High,Low,close,change,Trades,Volume,Date
DANGSUGAR,17.4,--,--,17.4,,81,"484,356",2021-10-08
DANGSUGAR,17.4,--,--,17.4,,133,"314,845",2021-10-11
DANGSUGAR,17.4,17.60,17.45,17.6,0.2,95,"879,020",2021-10-12
DANGSUGAR,17.6,17.80,17.60,17.8,0.2,106,"2,041,133",2021-10-13
DANGSUGAR,17.8,17.60,17.60,17.6,-0.2,127,"1,425,262",2021-10-14
DANGSUGAR,17.65,17.65,17.60,17.6,-0.05,148,"1,571,687",2021-10-18
DANGSUGAR,17.6,--,--,17.6,,125,"215,901",2021-10-20
DANGSUGAR,17.6,18.00,17.85,18.0,0.4,140,"1,835,750",2021-10-21
DANGSUGAR,18.0,--,--,18.0,,59,"317,829",2021-10-22
DANGSUGAR,18.0,18.00,18.00,18.0,0.0,156,"3,342,956",2021-10-25
DANGSUGAR,18.0,18.00,18.00,18.0,0.0,164,"3,657,480",2021-10-26
DANGSUGAR,18.0,18.00,18.00,18.0,0.0,112,"1,737,900",2021-10-27
DANGSUGAR,18.0,18.10,18.00,18.0,0.0,86,"1,169,459",2021-10-28
DANGSUGAR,18.0,17.90,16.95,17.0,-1.0,331,"5,666,374",2021-10-29
DANGSUGAR,17.0,16.50,16.50,16.5,-0.5,238,"1,801,456",2021-11-01
DANGSUGAR,16.5,16.65,16.65,16.65,0.15,169,"536,581",2021-11-02
DANGSUGAR,16.65,--,--,16.65,,124,"505,279",2021-11-03
DANGSUGAR,16.65,16.70,16.70,16.7,0.05,129,"1,536,020",2021-11-04
DANGSUGAR,16.7,16.70,16.70,16.7,0.0,106,"1,534,384",2021-11-05
DANGSUGAR,16.7,--,--,16.7,,142,"294,405",2021-11-08
DANGSUGAR,16.7,17.10,17.10,17.1,0.4,134,"1,509,225",2021-11-09
DANGSUGAR,17.1,--,--,17.1,,128,"1,284,109",2021-11-10
DANGSUGAR,17.1,--,--,17.1,,108,"596,019",2021-11-11
DANGSUGAR,17.1,--,--,17.1,,87,"629,087",2021-11-12
DANGSUGAR,17.1,17.00,17.00,17.0,-0.1,134,"1,033,104",2021-11-15
DANGSUGAR,17,17.00,17.00,17.00,0,140,"1,927,675",2021-11-16
DEAPCAP [DWL],0.2,--,--,0.2,,0,--,2021-09-30
DEAPCAP [DWL],0.2,--,--,0.2,,0,--,2021-10-04
DEAPCAP [DWL],0.2,--,--,0.2,,0,--,2021-10-06
DEAPCAP [DWL],0.2,--,--,0.2,,0,--,2021-10-08
DEAPCAP [DWL],0.2,--,--,0.2,,2,"5,000",2021-10-11
DEAPCAP [DWL],0.2,--,--,0.2,,0,--,2021-10-12
DEAPCAP [DWL],0.2,--,--,0.2,,0,--,2021-10-13
DEAPCAP [DWL],0.2,--,--,0.2,,0,--,2021-10-14
DEAPCAP [DWL],0.2,--,--,0.2,,1,"5,000",2021-10-18
DEAPCAP [DWL],0.2,--,--,0.2,,3,"50,000",2021-10-20
DEAPCAP [DWL],0.2,--,--,0.2,,0,--,2021-10-21
DEAPCAP [DWL],0.2,--,--,0.2,,0,--,2021-10-22
DEAPCAP [DWL],0.2,--,--,0.2,,0,--,2021-10-25
DEAPCAP [DWL],0.2,--,--,0.2,,0,--,2021-10-26
DEAPCAP [DWL],0.2,--,--,0.2,,0,--,2021-10-27
DEAPCAP [DWL],0.2,--,--,0.2,,0,--,2021-10-28
DEAPCAP [DWL],0.2,--,--,0.2,,1,"5,000",2021-10-29
DEAPCAP [DWL],0.2,--,--,0.2,,0,--,2021-11-01
DEAPCAP [DWL],0.2,0.20,0.20,0.2,0.0,2,"102,500",2021-11-02
DEAPCAP [DWL],0.2,--,--,0.2,,1,200,2021-11-03
DEAPCAP [DWL],0.2,--,--,0.2,,3,"47,500",2021-11-04
DEAPCAP [DWL],0.2,--,--,0.2,,2,"81,000",2021-11-05
DEAPCAP [DWL],0.2,--,--,0.2,,0,--,2021-11-08
DEAPCAP [DWL],0.2,--,--,0.2,,0,--,2021-11-09
DEAPCAP [DWL],0.2,--,--,0.2,,0,--,2021-11-10
DEAPCAP [DWL],0.2,--,--,0.2,,0,--,2021-11-11
DEAPCAP [DWL],0.2,--,--,0.2,,0,--,2021-11-12
DEAPCAP [DWL],0.2,--,--,0.2,,1,"2,000",2021-11-15
DEAPCAP [DWL],0.2,--,--,0.20,,2,"26,000",2021-11-16
DUNLOP [MRS],0.2,--,--,0.2,,0,--,2021-09-30
DUNLOP [MRS],0.2,--,--,0.2,,0,--,2021-10-04
DUNLOP [MRS],0.2,--,--,0.2,,0,--,2021-10-06
DUNLOP [MRS],0.2,--,--,0.2,,0,--,2021-10-08
DUNLOP [MRS],0.2,--,--,0.2,,0,--,2021-10-11
DUNLOP [MRS],0.2,--,--,0.2,,0,--,2021-10-12
DUNLOP [MRS],0.2,--,--,0.2,,0,--,2021-10-13
DUNLOP [MRS],0.2,--,--,0.2,,0,--,2021-10-14
DUNLOP [MRS],0.2,--,--,0.2,,0,--,2021-10-18
DUNLOP [MRS],0.2,--,--,0.2,,0,--,2021-10-20
DUNLOP [MRS],0.2,--,--,0.2,,0,--,2021-10-21
DUNLOP [MRS],0.2,--,--,0.2,,0,--,2021-10-22
DUNLOP [MRS],0.2,--,--,0.2,,0,--,2021-10-25
DUNLOP [MRS],0.2,--,--,0.2,,0,--,2021-10-26
DUNLOP [MRS],0.2,--,--,0.2,,0,--,2021-10-27
DUNLOP [MRS],0.2,--,--,0.2,,0,--,2021-10-28
DUNLOP [MRS],0.2,--,--,0.2,,0,--,2021-10-29
DUNLOP [MRS],0.2,--,--,0.2,,0,--,2021-11-01
DUNLOP [MRS],0.2,--,--,0.2,,0,--,2021-11-02
DUNLOP [MRS],0.2,--,--,0.2,,0,--,2021-11-03
DUNLOP [MRS],0.2,--,--,0.2,,0,--,2021-11-04
DUNLOP [MRS],0.2,--,--,0.2,,0,--,2021-11-05
DUNLOP [MRS],0.2,--,--,0.2,,0,--,2021-11-08
DUNLOP [MRS],0.2,--,--,0.2,,0,--,2021-11-09
DUNLOP [MRS],0.2,--,--,0.2,,0,--,2021-11-10
DUNLOP [MRS],0.2,--,--,0.2,,0,--,2021-11-11
DUNLOP [MRS],0.2,--,--,0.2,,0,--,2021-11-12
DUNLOP [MRS],0.2,--,--,0.2,,0,--,2021-11-15
DUNLOP [MRS],0.2,--,--,0.20,,0,--,2021-11-16
EKOCORP [BLS],5.79,--,--,5.79,,0,--,2021-09-30
EKOCORP [BLS],5.79,--,--,5.79,,0,--,2021-10-04
EKOCORP [BLS],5.79,--,--,5.79,,3,"6,528",2021-10-06
EKOCORP [BLS],5.79,--,--,5.79,,0,--,2021-10-08
EKOCORP [BLS],5.79,--,--,5.79,,0,--,2021-10-11
EKOCORP [BLS],5.79,--,--,5.79,,0,--,2021-10-12
EKOCORP [BLS],5.79,--,--,5.79,,0,--,2021-10-13
EKOCORP [BLS],5.79,--,--,5.79,,0,--,2021-10-14
EKOCORP [BLS],5.79,--,--,5.79,,0,--,2021-10-18
EKOCORP [BLS],5.79,--,--,5.79,,0,--,2021-10-20
EKOCORP [BLS],5.79,--,--,5.79,,0,--,2021-10-21
EKOCORP [BLS],5.79,--,--,5.79,,0,--,2021-10-22
EKOCORP [BLS],5.79,--,--,5.79,,0,--,2021-10-25
EKOCORP [BLS],5.79,--,--,5.79,,0,--,2021-10-26
EKOCORP [BLS],5.79,--,--,5.79,,0,--,2021-10-27
EKOCORP [BLS],5.79,--,--,5.79,,0,--,2021-10-28
EKOCORP [BLS],5.79,--,--,5.79,,8,"6,325",2021-10-29
EKOCORP [BLS],5.79,--,--,5.79,,1,100,2021-11-01
EKOCORP [BLS],5.79,--,--,5.79,,6,952,2021-11-02
EKOCORP [BLS],5.79,--,--,5.79,,0,--,2021-11-03
EKOCORP [BLS],5.79,--,--,5.79,,1,5,2021-11-08
EKOCORP [BLS],5.79,--,--,5.79,,0,--,2021-11-09
EKOCORP [BLS],5.79,--,--,5.79,,0,--,2021-11-10
EKOCORP [BLS],5.79,--,--,5.79,,0,--,2021-11-11
EKOCORP [BLS],5.79,--,--,5.79,,2,750,2021-11-12
EKOCORP [BLS],5.79,--,--,5.79,,1,"1,268",2021-11-15
EKOCORP [BLS],5.79,--,--,5.79,,0,--,2021-11-16
EKOCORP [BMF],5.79,--,--,5.79,,0,--,2021-11-04
EKOCORP [BMF],5.79,--,--,5.79,,0,--,2021-11-05
ELLAHLAKES [BLS],4.25,--,--,4.25,,0,--,2021-09-30
ELLAHLAKES [BLS],4.25,--,--,4.25,,9,"138,720",2021-10-04
ELLAHLAKES [BLS],4.25,--,--,4.25,,1,2,2021-10-06
ELLAHLAKES [BLS],4.25,--,--,4.25,,3,501,2021-10-08
ELLAHLAKES [BLS],4.25,--,--,4.25,,0,--,2021-10-11
ELLAHLAKES [BLS],4.25,--,--,4.25,,1,100,2021-10-12
ELLAHLAKES [BLS],4.25,--,--,4.25,,3,"5,000",2021-10-13
ELLAHLAKES [BLS],4.25,--,--,4.25,,0,--,2021-10-14
ELLAHLAKES [BLS],4.25,--,--,4.25,,0,--,2021-10-18
ELLAHLAKES [BLS],4.25,--,--,4.25,,8,"35,700",2021-10-20
ELLAHLAKES [BLS],4.25,--,--,4.25,,0,--,2021-10-21
ELLAHLAKES [BLS],4.25,--,--,4.25,,2,"10,000",2021-10-22
ELLAHLAKES [BLS],4.25,--,--,4.25,,4,"51,511",2021-10-25
ELLAHLAKES [BLS],4.25,--,--,4.25,,0,--,2021-10-26
ELLAHLAKES [BLS],4.25,--,--,4.25,,0,--,2021-10-27
ELLAHLAKES [BLS],4.25,--,--,4.25,,0,--,2021-10-28
ELLAHLAKES [BLS],4.25,--,--,4.25,,0,--,2021-10-29
ELLAHLAKES [BLS],4.25,--,--,4.25,,3,"18,003",2021-11-01
ELLAHLAKES [BLS],4.25,--,--,4.25,,3,"4,450",2021-11-02
ELLAHLAKES [BLS],4.25,--,--,4.25,,0,--,2021-11-03
ELLAHLAKES [BLS],4.25,--,--,4.25,,0,--,2021-11-04
ELLAHLAKES [BLS],4.25,--,--,4.25,,0,--,2021-11-05
ELLAHLAKES [BLS],4.25,--,--,4.25,,2,285,2021-11-08
ELLAHLAKES [BLS],4.25,--,--,4.25,,0,--,2021-11-09
ELLAHLAKES [BLS],4.25,--,--,4.25,,4,"14,934",2021-11-10
ELLAHLAKES [BLS],4.25,--,--,4.25,,0,--,2021-11-11
ELLAHLAKES [BLS],4.25,--,--,4.25,,0,--,2021-11-12
ELLAHLAKES [BLS],4.25,--,--,4.25,,0,--,2021-11-15
ELLAHLAKES [BLS],4.25,--,--,4.25,,1,100,2021-11-16
ENAMELWA,16.2,--,--,16.2,,0,--,2021-09-30
ENAMELWA,16.2,--,--,16.2,,0,--,2021-10-04
ENAMELWA,16.2,--,--,16.2,,0,--,2021-10-06
ENAMELWA,16.2,--,--,16.2,,0,--,2021-10-08
ENAMELWA,16.2,--,--,16.2,,1,100,2021-10-11
ENAMELWA,16.2,--,--,16.2,,0,--,2021-10-12
ENAMELWA,16.2,--,--,16.2,,0,--,2021-10-13
ENAMELWA,16.2,--,--,16.2,,0,--,2021-10-14
ENAMELWA,16.2,--,--,16.2,,0,--,2021-10-18
ENAMELWA,16.2,--,--,16.2,,0,--,2021-10-20
ENAMELWA,16.2,--,--,16.2,,0,--,2021-10-21
ENAMELWA,16.2,--,--,16.2,,2,300,2021-10-22
ENAMELWA,16.2,--,--,16.2,,0,--,2021-10-25
ENAMELWA,16.2,--,--,16.2,,0,--,2021-10-26
ENAMELWA,16.2,--,--,16.2,,0,--,2021-10-27
ENAMELWA,16.2,--,--,16.2,,1,100,2021-10-28
ENAMELWA,16.2,--,--,16.2,,0,--,2021-10-29
ENAMELWA,16.2,--,--,16.2,,0,--,2021-11-01
ENAMELWA,16.2,--,--,16.2,,0,--,2021-11-02
ENAMELWA,16.2,--,--,16.2,,0,--,2021-11-03
ENAMELWA,16.2,--,--,16.2,,0,--,2021-11-04
ENAMELWA,16.2,--,--,16.2,,0,--,2021-11-05
ENAMELWA,16.2,--,--,16.2,,1,1,2021-11-08
ENAMELWA,16.2,--,--,16.2,,0,--,2021-11-09
ENAMELWA,16.2,--,--,16.2,,1,150,2021-11-10
ENAMELWA,16.2,--,--,16.2,,0,--,2021-11-11
ENAMELWA,16.2,--,--,16.2,,0,--,2021-11-12
ENAMELWA,16.2,--,--,16.2,,0,--,2021-11-15
ENAMELWA,16.2,--,--,16.20,,1,500,2021-11-16
ETERNA,7.0,--,--,7.0,,24,"610,915",2021-09-30
ETERNA,7.0,7.60,7.50,7.6,0.6,43,"1,092,785",2021-10-04
ETERNA,7.7,--,--,7.7,,19,"383,365",2021-10-06
ETERNA,7.7,--,--,7.7,,8,"48,402",2021-10-08
ETERNA,7.7,--,--,7.7,,19,"260,844",2021-10-11
ETERNA,7.7,--,--,7.7,,10,"25,050",2021-10-12
ETERNA,7.7,--,--,7.7,,11,"111,905",2021-10-13
ETERNA,7.7,--,--,7.7,,6,"102,643",2021-10-14
ETERNA,7.7,--,--,7.7,,15,"190,022",2021-10-18
ETERNA,7.7,--,--,7.7,,31,"391,521",2021-10-20
ETERNA,7.7,--,--,7.7,,11,"236,510",2021-10-21
ETERNA,7.7,8.00,7.68,8.0,0.3,103,"2,875,647",2021-10-22
ETERNA,8.0,--,--,8.0,,19,"203,239",2021-10-25
ETERNA,8.0,--,--,8.0,,5,"84,570",2021-10-26
ETERNA,8.0,--,--,8.0,,11,"226,330",2021-10-27
ETERNA,8.0,--,--,8.0,,21,"249,268",2021-10-28
ETERNA,8.0,8.80,7.38,8.65,0.65,185,"6,310,230",2021-10-29
ETERNA,8.65,7.90,7.79,7.79,-0.86,144,"9,021,069",2021-11-01
ETERNA,7.79,7.79,7.79,7.79,0.0,40,"576,072",2021-11-02
ETERNA,7.79,7.31,7.30,7.31,-0.48,29,"547,132",2021-11-03
ETERNA,7.31,--,--,7.31,,7,"125,000",2021-11-04
ETERNA,7.31,--,--,7.31,,6,"13,697",2021-11-05
ETERNA,7.31,--,--,7.31,,30,"521,599",2021-11-08
ETERNA,7.31,--,--,7.31,,20,"97,297",2021-11-09
ETERNA,7.31,--,--,7.31,,16,"151,168",2021-11-10
ETERNA,7.31,--,--,7.31,,6,"59,005",2021-11-11
ETERNA,7.31,--,--,7.31,,12,"77,002",2021-11-12
ETERNA,7.31,--,--,7.31,,7,"17,634",2021-11-15
ETERNA,7.31,--,--,7.31,,13,"181,543",2021-11-16
ETI,5.4,5.40,5.40,5.4,0.0,38,"11,641,836",2021-09-30
ETI,5.4,5.40,5.40,5.4,0.0,26,"499,058",2021-10-04
ETI,5.7,5.80,5.65,5.8,0.1,100,"32,783,162",2021-10-06
ETI,6.0,6.30,6.15,6.3,0.3,146,"11,548,880",2021-10-08
ETI,6.3,6.90,6.40,6.9,0.6,272,"19,338,618",2021-10-11
ETI,6.9,7.40,6.90,7.4,0.5,224,"38,050,165",2021-10-12
ETI,7.4,7.50,7.10,7.35,-0.05,193,"42,551,212",2021-10-13
ETI,7.35,7.00,6.65,6.75,-0.6,156,"7,787,891",2021-10-14
ETI,6.9,6.95,6.95,6.95,0.05,108,"2,419,924",2021-10-18
ETI,6.95,7.15,7.00,7.15,0.2,100,"4,195,553",2021-10-20
ETI,7.15,7.35,7.05,7.3,0.15,106,"20,019,916",2021-10-21
ETI,7.3,7.60,7.30,7.55,0.25,247,"56,093,430",2021-10-22
ETI,7.55,7.70,7.45,7.7,0.15,132,"45,642,660",2021-10-25
ETI,7.7,7.85,7.70,7.85,0.15,107,"7,978,748",2021-10-26
ETI,7.85,8.05,7.80,8.05,0.2,207,"17,320,235",2021-10-27
ETI,8.05,8.55,8.00,8.55,0.5,126,"5,124,191",2021-10-28
ETI,8.55,8.90,8.50,8.9,0.35,155,"9,062,666",2021-10-29
ETI,8.9,8.50,8.50,8.5,-0.4,79,"1,146,221",2021-11-01
ETI,8.5,8.35,8.10,8.2,-0.3,166,"8,550,509",2021-11-02
ETI,8.2,8.20,8.05,8.15,-0.05,107,"5,628,364",2021-11-03
ETI,8.15,8.30,8.20,8.3,0.15,47,"3,120,359",2021-11-04
ETI,8.3,8.50,8.20,8.45,0.15,55,"1,947,401",2021-11-05
ETI,8.45,8.70,8.50,8.7,0.25,118,"14,761,975",2021-11-08
ETI,8.7,8.70,8.70,8.7,0.0,69,"4,231,641",2021-11-09
ETI,8.7,8.70,8.45,8.65,-0.05,77,"19,152,675",2021-11-10
ETI,8.65,8.45,8.45,8.45,-0.2,37,"499,837",2021-11-11
ETI,8.45,8.60,8.30,8.6,0.15,41,"13,941,583",2021-11-12
ETI,8.6,8.45,8.45,8.45,-0.15,27,"278,773",2021-11-15
ETI,8.45,8.30,8.30,8.30,-0.15,35,"859,857",2021-11-16
ETRANZACT,2.05,--,--,2.05,,0,--,2021-09-30
ETRANZACT,2.05,--,--,2.05,,0,--,2021-10-04
ETRANZACT,2.05,--,--,2.05,,3,"30,077",2021-10-06
ETRANZACT,2.05,--,--,2.05,,0,--,2021-10-08
ETRANZACT,2.05,--,--,2.05,,3,"10,000",2021-10-11
ETRANZACT,2.05,--,--,2.05,,1,200,2021-10-12
ETRANZACT,2.05,--,--,2.05,,0,--,2021-10-13
ETRANZACT,2.05,--,--,2.05,,2,"5,000",2021-10-14
ETRANZACT,2.05,--,--,2.05,,0,--,2021-10-18
ETRANZACT,2.05,2.05,2.05,2.05,0.0,9,"105,166,888",2021-10-20
ETRANZACT,2.05,--,--,2.05,,0,--,2021-10-21
ETRANZACT,2.05,--,--,2.05,,2,"3,078",2021-10-22
ETRANZACT,2.05,--,--,2.05,,0,--,2021-10-25
ETRANZACT,2.05,--,--,2.05,,0,--,2021-10-26
ETRANZACT,2.05,--,--,2.05,,3,"5,455",2021-10-27
ETRANZACT,2.05,--,--,2.05,,2,883,2021-10-28
ETRANZACT,2.05,--,--,2.05,,2,491,2021-10-29
ETRANZACT,2.05,--,--,2.05,,1,"1,760",2021-11-01
ETRANZACT,2.05,--,--,2.05,,1,"1,200",2021-11-02
ETRANZACT,2.05,--,--,2.05,,3,"4,011",2021-11-03
ETRANZACT,2.05,--,--,2.05,,2,"1,622",2021-11-04
ETRANZACT,2.05,--,--,2.05,,2,"2,410",2021-11-05
ETRANZACT,2.05,--,--,2.05,,5,"2,127",2021-11-08
ETRANZACT,2.05,--,--,2.05,,1,560,2021-11-09
ETRANZACT,2.05,--,--,2.05,,1,466,2021-11-10
ETRANZACT,2.05,1.90,1.90,1.9,-0.15,3,"608,933",2021-11-11
ETRANZACT,1.9,--,--,1.9,,0,--,2021-11-12
ETRANZACT,1.9,--,--,1.9,,0,--,2021-11-15
ETRANZACT,1.9,--,--,1.90,,0,--,2021-11-16
EUNISELL,2.91,--,--,2.91,,0,--,2021-09-30
EUNISELL,2.91,--,--,2.91,,0,--,2021-10-04
EUNISELL,2.91,--,--,2.91,,0,--,2021-10-06
EUNISELL,2.91,--,--,2.91,,0,--,2021-10-08
EUNISELL,2.91,--,--,2.91,,0,--,2021-10-11
EUNISELL,2.91,--,--,2.91,,0,--,2021-10-12
EUNISELL,2.91,--,--,2.91,,0,--,2021-10-13
EUNISELL,2.91,--,--,2.91,,1,250,2021-10-14
EUNISELL,2.91,--,--,2.91,,0,--,2021-10-18
EUNISELL,2.91,--,--,2.91,,1,850,2021-10-20
EUNISELL,2.91,--,--,2.91,,0,--,2021-10-21
EUNISELL,2.91,--,--,2.91,,0,--,2021-10-22
EUNISELL,2.91,--,--,2.91,,0,--,2021-10-25
EUNISELL,2.91,--,--,2.91,,1,"1,500",2021-10-26
EUNISELL,2.91,--,--,2.91,,0,--,2021-10-27
EUNISELL,2.91,--,--,2.91,,0,--,2021-10-28
EUNISELL,2.91,--,--,2.91,,0,--,2021-10-29
EUNISELL,2.91,--,--,2.91,,0,--,2021-11-01
EUNISELL,2.91,--,--,2.91,,0,--,2021-11-02
EUNISELL,2.91,--,--,2.91,,0,--,2021-11-03
EUNISELL,2.91,--,--,2.91,,0,--,2021-11-04
EUNISELL,2.91,--,--,2.91,,0,--,2021-11-05
EUNISELL,2.91,--,--,2.91,,0,--,2021-11-08
EUNISELL,2.91,--,--,2.91,,0,--,2021-11-09
EUNISELL,2.91,--,--,2.91,,0,--,2021-11-10
EUNISELL,2.91,--,--,2.91,,0,--,2021-11-11
EUNISELL,2.91,--,--,2.91,,0,--,2021-11-12
EUNISELL,2.91,--,--,2.91,,0,--,2021-11-15
EUNISELL,2.91,--,--,2.91,,0,--,2021-11-16
FBNH,8.05,8.05,7.95,8.05,0.0,300,"53,764,092",2021-09-30
FBNH,8.05,8.20,8.10,8.2,0.15,200,"18,145,208",2021-10-04
FBNH,9.9,9.90,9.20,9.7,0.7,519,"108,741,273",2021-10-06
FBNH,10.0,10.05,9.75,9.8,-0.2,629,"154,679,684",2021-10-08
FBNH,9.8,9.90,9.50,9.7,-0.1,365,"24,153,582",2021-10-11
FBNH,9.7,10.65,9.55,10.65,0.95,616,"317,275,556",2021-10-12
FBNH,10.65,11.70,10.70,10.95,0.3,741,"148,354,222",2021-10-13
FBNH,10.85,12.00,10.85,11.75,0.8,1026,"602,768,564",2021-10-14
FBNH,12.7,12.70,11.70,11.75,-0.95,718,"67,614,896",2021-10-18
FBNH,11.6,12.50,10.85,12.2,0.45,859,"147,601,710",2021-10-20
FBNH,12.2,12.45,11.80,12.1,-0.1,454,"51,915,381",2021-10-21
FBNH,12.1,12.85,11.80,12.25,0.15,667,"154,395,251",2021-10-22
FBNH,12.25,12.90,12.10,12.55,0.3,763,"350,541,622",2021-10-25
FBNH,12.55,12.60,12.20,12.4,-0.15,545,"73,062,391",2021-10-26
FBNH,12.4,12.05,11.60,11.65,-0.75,635,"75,458,656",2021-10-27
FBNH,11.65,11.75,11.25,11.65,0.0,607,"162,608,406",2021-10-28
FBNH,11.65,11.55,11.05,11.05,-0.6,441,"56,982,831",2021-10-29
FBNH,11.05,11.45,10.70,10.75,-0.3,425,"27,545,394",2021-11-01
FBNH,10.75,10.70,10.00,10.0,-0.75,408,"30,496,768",2021-11-02
FBNH,10.0,10.90,10.00,10.6,0.6,521,"58,607,943",2021-11-03
FBNH,10.6,10.80,10.55,10.75,0.15,244,"19,516,458",2021-11-04
FBNH,10.75,11.10,10.85,11.1,0.35,269,"52,603,800",2021-11-05
FBNH,11.1,11.35,11.10,11.35,0.25,305,"42,235,863",2021-11-08
FBNH,11.35,11.40,11.20,11.35,0.0,202,"9,011,241",2021-11-09
FBNH,11.35,11.45,11.10,11.45,0.1,199,"21,492,837",2021-11-10
FBNH,11.45,11.50,11.20,11.5,0.05,256,"28,155,159",2021-11-11
FBNH,11.5,12.10,11.25,12.0,0.5,290,"129,774,697",2021-11-12
FBNH,12.0,12.50,12.00,12.3,0.3,569,"101,220,646",2021-11-15
FBNH,12.3,12.50,12.10,12.50,0.2,379,"223,584,099",2021-11-16
FCMB,2.9,2.89,2.89,2.89,-0.01,69,"1,547,221",2021-09-30
FCMB,2.89,2.95,2.95,2.95,0.06,20,"308,200",2021-10-04
FCMB,2.92,3.03,2.97,3.03,0.11,65,"3,072,682",2021-10-06
FCMB,3.04,3.06,3.00,3.06,0.02,43,"1,287,677",2021-10-08
FCMB,3.06,--,--,3.06,,39,"425,693",2021-10-11
FCMB,3.06,3.13,3.05,3.05,-0.01,74,"5,776,249",2021-10-12
FCMB,3.05,3.13,3.06,3.06,0.01,33,"1,885,122",2021-10-13
FCMB,3.06,3.01,3.00,3.0,-0.06,51,"2,275,637",2021-10-14
FCMB,3.06,3.15,3.05,3.15,0.09,63,"5,547,696",2021-10-18
FCMB,3.15,3.15,3.10,3.15,0.0,58,"1,930,903",2021-10-20
FCMB,3.15,3.15,3.05,3.15,0.0,25,"583,516",2021-10-21
FCMB,3.15,3.10,3.10,3.1,-0.05,23,"422,770",2021-10-22
FCMB,3.1,3.15,3.05,3.15,0.05,59,"6,667,731",2021-10-25
FCMB,3.15,3.19,3.15,3.19,0.04,71,"8,167,456",2021-10-26
FCMB,3.19,3.19,3.15,3.19,0.0,32,"1,199,563",2021-10-27
FCMB,3.19,3.19,3.05,3.19,0.0,27,"10,459,685",2021-10-28
FCMB,3.19,3.20,3.19,3.19,0.0,37,"12,797,885",2021-10-29
FCMB,3.19,3.19,3.05,3.19,0.0,48,"2,241,098",2021-11-01
FCMB,3.19,3.20,3.00,3.0,-0.19,71,"7,557,987",2021-11-02
FCMB,3.0,3.05,3.04,3.04,0.04,38,"1,983,727",2021-11-03
FCMB,3.04,3.05,3.05,3.05,0.01,30,"2,430,539",2021-11-04
FCMB,3.05,3.05,3.05,3.05,0.0,10,"155,486",2021-11-05
FCMB,3.05,3.14,3.05,3.05,0.0,49,"2,256,387",2021-11-08
FCMB,3.05,--,--,3.05,,25,"224,871",2021-11-09
FCMB,3.05,3.05,3.05,3.05,0.0,31,"910,034",2021-11-10
FCMB,3.05,3.07,3.00,3.07,0.02,34,"2,065,637",2021-11-11
FCMB,3.07,3.10,3.09,3.09,0.02,30,"15,840,239",2021-11-12
FCMB,3.09,3.10,3.05,3.05,-0.04,31,"34,846,253",2021-11-15
FCMB,3.05,3.05,3.03,3.03,-0.02,41,"1,684,915",2021-11-16
FIDELITYBK,2.44,2.47,2.45,2.47,0.03,62,"4,430,748",2021-09-30
FIDELITYBK,2.47,2.50,2.45,2.45,-0.02,169,"18,952,333",2021-10-04
FIDELITYBK,2.52,2.60,2.52,2.59,0.07,198,"19,897,564",2021-10-06
FIDELITYBK,2.62,2.61,2.60,2.61,-0.01,135,"13,787,462",2021-10-08
FIDELITYBK,2.61,2.61,2.58,2.61,0.0,137,"11,656,312",2021-10-11
FIDELITYBK,2.61,2.66,2.60,2.63,0.02,104,"16,555,119",2021-10-12
FIDELITYBK,2.63,2.74,2.68,2.7,0.07,173,"19,731,635",2021-10-13
FIDELITYBK,2.7,2.80,2.75,2.79,0.09,204,"20,314,132",2021-10-14
FIDELITYBK,2.74,2.75,2.71,2.74,0.0,196,"19,473,904",2021-10-18
FIDELITYBK,2.74,2.75,2.73,2.75,0.01,142,"13,547,569",2021-10-20
FIDELITYBK,2.75,2.76,2.72,2.72,-0.03,135,"12,480,690",2021-10-21
FIDELITYBK,2.72,2.72,2.68,2.7,-0.02,119,"12,698,817",2021-10-22
FIDELITYBK,2.7,2.74,2.71,2.73,0.03,156,"18,844,329",2021-10-25
FIDELITYBK,2.73,2.76,2.69,2.76,0.03,114,"11,585,816",2021-10-26
FIDELITYBK,2.76,2.79,2.73,2.74,-0.02,131,"14,029,439",2021-10-27
FIDELITYBK,2.74,2.78,2.71,2.75,0.01,99,"5,369,298",2021-10-28
FIDELITYBK,2.75,2.80,2.76,2.78,0.03,102,"5,877,134",2021-10-29
FIDELITYBK,2.78,2.76,2.73,2.73,-0.05,92,"5,669,228",2021-11-01
FIDELITYBK,2.73,2.71,2.65,2.67,-0.06,136,"9,934,029",2021-11-02
FIDELITYBK [MRF],2.68,2.70,2.64,2.7,0.03,110,"14,040,593",2021-11-03
FIDELITYBK [MRF],2.7,2.70,2.66,2.7,0.0,61,"4,370,110",2021-11-04
FIDELITYBK [MRF],2.7,2.70,2.68,2.7,0.0,66,"3,995,838",2021-11-05
FIDELITYBK [MRF],2.7,2.70,2.66,2.7,0.0,86,"6,932,781",2021-11-08
FIDELITYBK [MRF],2.7,2.75,2.70,2.75,0.05,48,"5,031,177",2021-11-09
FIDELITYBK [MRF],2.75,2.74,2.70,2.7,-0.05,56,"8,429,942",2021-11-10
FIDELITYBK [MRF],2.7,2.67,2.66,2.67,-0.03,76,"3,012,029",2021-11-11
FIDELITYBK [MRF],2.67,2.66,2.66,2.66,-0.01,48,"896,353",2021-11-12
