company,open,High,Low,close,change,Trades,Volume,Date
DANGCEM,220,-,-,220,,137,"1,177,371",2021-03-04
DANGCEM,220,220,198.1,220,0,77,"1,423,175",2021-03-05
DANGCEM,220,-,-,220,,88,"436,408",2021-03-09
DANGCEM,220,228,228,228,8,81,"2,180,016",2021-03-10
DANGCEM,228,220,220,220,-8,93,"2,503,194",2021-03-11
DANGCEM,220,220,215,220,0,71,"708,149",2021-03-12
DANGCEM,220,-,-,220,,57,"116,265",2021-03-15DANGCEM,220,228,227,227.8,7.8,90,"4,101,593",2021-03-16
DANGCEM,227.8,-,-,227.8,,77,"562,154",2021-03-17
DANGCEM,227.8,-,-,227.8,,62,"275,575",2021-03-18DANGCEM,227.8,220,220,220,-7.8,95,"297,241",2021-03-19
DANGCEM,220,220,220,220,0,122,"1,315,263",2021-03-22
DANGCEM,220,226.8,220,220,0,60,"1,592,654",2021-03-23
DANGCEM,220,225.8,224,225,5,96,"2,009,431",2021-03-24
DANGCEM,225,-,-,225,,60,"29,527",2021-03-25DANGCEM,225,-,-,225,,63,"190,677",2021-03-26
DANGCEM,225,224,224,224,-1,91,"4,579,828",2021-03-29
DANGCEM,224,215,215,215,-9,81,"464,264",2021-03-30
DANGCEM,215,-,-,215,,63,"95,705",2021-03-31
DANGCEM,215,-,-,215,,90,"126,458",2021-04-01
DANGCEM,215,-,-,215,,90,"126,458",2021-04-02
DANGCEM,215,-,-,215,,90,"126,458",2021-04-05
DANGCEM,215,-,-,215,,82,"94,778",2021-04-06
DANGCEM,215,-,-,215,,100,"301,315",2021-04-07
DANGCEM,215,-,-,215,,82,"163,704",2021-04-08
DANGCEM,215,-,-,215,,44,"88,492",2021-04-09
DANGCEM,245,--,--,--,,18,"95,791",14 Sep 21
DANGCEM,245,--,--,--,,18,"95,791",14 Sep 21
DANGCEM,261,280.00,249.00,280.00,19,143,"4,199,600",30 Sep 21
DANGCEM,280,--,--,280.00,,81,"44,906",04 Oct 21
DANGCEM,280,--,--,280.00,,70,"116,776",06 Oct 21
DANGCEM,280,--,--,280.00,,62,"90,713",08 Oct 21
DANGCEM,280,--,--,280.00,,90,"485,337",11 Oct 21
DANGCEM,280,--,--,280.00,,38,"45,489",12 Oct 21
DANGCEM,280,--,--,280.00,,67,"207,498",13 Oct 21
DANGCEM,280,--,--,280.00,,36,"34,908",14 Oct 21
DANGCEM,280,--,--,280.00,,62,"27,727",18 Oct 21
DANGCEM,280,--,--,280.00,,65,"90,305",20 Oct 21
DANGCEM,280,--,--,280.00,,47,"26,475",21 Oct 21
DANGCEM,280,--,--,280.00,,39,"29,684",22 Oct 21
DANGCEM,280,--,--,280.00,,63,"71,234",25 Oct 21
DANGCEM,280,--,--,280.00,,108,"435,472",26 Oct 21
DANGCEM,280,--,--,280.00,,69,"266,097",27 Oct 21
DANGCEM,280,--,--,280.00,,47,"46,343",28 Oct 21
DANGCEM,280,--,--,280.00,,60,"105,016",29 Oct 21
DANGCEM,280,--,--,280.00,,90,"309,927",01 Nov 21
DANGCEM,280,--,--,280.00,,79,"352,769",02 Nov 21
DANGCEM,280,--,--,280.00,,44,"109,915",03 Nov 21
DANGCEM,280,--,--,280.00,,36,"18,927",04 Nov 21
DANGCEM,280,--,--,280.00,,50,"26,850",05 Nov 21
DANGCEM,280,--,--,280.00,,67,"137,563",08 Nov 21
DANGCEM,280,--,--,280.00,,66,"90,844",09 Nov 21
DANGCEM,280,--,--,280.00,,61,"260,937",10 Nov 21
DANGCEM,280,--,--,280.00,,45,"100,504",11 Nov 21
DANGCEM,280,--,--,280.00,,49,"144,488",12 Nov 21
DANGCEM,280,--,--,280.00,,64,"97,421",15 Nov 21
DANGCEM,280,--,--,280.00,,56,"232,047",16 Nov 21
